image_id,file_name,relative_path,classification_status,evaluation_state,hazard_density,latency,register_40001_coil,actuation_status
IMG-0557,419.jpg,photos/train/safe/419.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1924,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0558,42.jpg,photos/train/safe/42.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4705,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0559,420.jpg,photos/train/safe/420.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0039,0.66 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0560,421.jpg,photos/train/safe/421.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5496,1.03 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0561,422.jpg,photos/train/safe/422.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4795,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0562,423.jpg,photos/train/safe/423.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4937,0.77 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0563,424.jpg,photos/train/safe/424.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2715,0.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0564,425.jpg,photos/train/safe/425.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6838,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0565,426.jpg,photos/train/safe/426.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0811,0.66 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0566,427.jpg,photos/train/safe/427.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2715,0.93 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0567,428.jpg,photos/train/safe/428.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7314,0.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0568,429.jpg,photos/train/safe/429.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2664,0.92 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0569,43.jpg,photos/train/safe/43.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4822,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0570,430.jpg,photos/train/safe/430.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3120,1.43 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0571,431.jpg,photos/train/safe/431.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3049,0.92 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0572,432.jpg,photos/train/safe/432.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6475,0.50 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0573,433.jpg,photos/train/safe/433.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2388,0.90 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0574,434.jpg,photos/train/safe/434.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3479,1.22 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0575,435.jpg,photos/train/safe/435.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5317,1.17 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0576,436.jpg,photos/train/safe/436.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5332,1.89 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0577,437.jpg,photos/train/safe/437.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2537,0.91 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0578,438.jpg,photos/train/safe/438.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2148,1.32 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0579,439.jpg,photos/train/safe/439.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5166,0.50 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0580,44.jpg,photos/train/safe/44.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0811,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0581,440.jpg,photos/train/safe/440.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0955,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0582,441.jpg,photos/train/safe/441.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7209,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0583,442.jpg,photos/train/safe/442.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0000,0.78 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0584,443.jpg,photos/train/safe/443.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2334,1.20 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0585,444.jpg,photos/train/safe/444.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3396,0.62 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0586,445.jpg,photos/train/safe/445.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4714,0.65 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0587,446.jpg,photos/train/safe/446.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8396,0.82 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0588,447.jpg,photos/train/safe/447.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6672,0.87 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0589,448.jpg,photos/train/safe/448.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5283,0.65 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0590,449.jpg,photos/train/safe/449.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1201,0.88 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0591,45.jpg,photos/train/safe/45.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4465,0.52 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0592,450.jpg,photos/train/safe/450.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8064,0.66 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0593,451.jpg,photos/train/safe/451.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2002,1.04 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0594,452.jpg,photos/train/safe/452.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1599,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0595,453.jpg,photos/train/safe/453.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0288,0.95 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0596,454.jpg,photos/train/safe/454.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5681,0.80 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0597,455.jpg,photos/train/safe/455.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8000,0.85 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0598,456.jpg,photos/train/safe/456.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5823,0.77 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0599,457.jpg,photos/train/safe/457.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4224,0.85 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0600,458.jpg,photos/train/safe/458.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0667,0.57 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0601,459.jpg,photos/train/safe/459.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0249,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0602,46.jpg,photos/train/safe/46.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0137,0.52 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0603,460.jpg,photos/train/safe/460.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9751,0.89 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0604,461.jpg,photos/train/safe/461.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0100,0.81 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0605,462.jpg,photos/train/safe/462.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1572,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0606,463.jpg,photos/train/safe/463.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8433,0.88 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0607,464.jpg,photos/train/safe/464.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4429,0.97 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0608,465.jpg,photos/train/safe/465.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8242,0.96 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0609,466.jpg,photos/train/safe/466.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7087,0.78 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0610,467.jpg,photos/train/safe/467.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3706,0.76 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0611,468.jpg,photos/train/safe/468.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6741,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0612,469.jpg,photos/train/safe/469.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1106,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0613,47.jpg,photos/train/safe/47.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5503,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0614,470.jpg,photos/train/safe/470.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8169,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0615,471.jpg,photos/train/safe/471.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3137,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0616,472.jpg,photos/train/safe/472.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3721,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0617,473.jpg,photos/train/safe/473.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5320,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0618,474.jpg,photos/train/safe/474.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5393,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0619,475.jpg,photos/train/safe/475.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1794,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0620,476.jpg,photos/train/safe/476.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4558,0.71 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0621,477.jpg,photos/train/safe/477.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),1.0000,0.92 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0622,478.jpg,photos/train/safe/478.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3748,0.87 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0623,479.jpg,photos/train/safe/479.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5742,0.80 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0624,48.jpg,photos/train/safe/48.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6592,1.10 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0625,480.jpg,photos/train/safe/480.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7058,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0626,481.jpg,photos/train/safe/481.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5500,0.45 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0627,482.jpg,photos/train/safe/482.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5115,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0628,483.jpg,photos/train/safe/483.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5027,0.50 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0629,484.jpg,photos/train/safe/484.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2371,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0630,485.jpg,photos/train/safe/485.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5095,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0631,486.jpg,photos/train/safe/486.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4028,0.61 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0632,487.jpg,photos/train/safe/487.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1904,0.75 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0633,488.jpg,photos/train/safe/488.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3086,0.99 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0634,489.jpg,photos/train/safe/489.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3801,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0635,49.jpg,photos/train/safe/49.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5588,0.67 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0636,490.jpg,photos/train/safe/490.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6145,0.63 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0637,491.jpg,photos/train/safe/491.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7878,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0638,492.jpg,photos/train/safe/492.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2151,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0639,493.jpg,photos/train/safe/493.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3179,0.97 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0640,494.jpg,photos/train/safe/494.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5793,0.83 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0641,495.jpg,photos/train/safe/495.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8708,0.74 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0642,496.jpg,photos/train/safe/496.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9297,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0643,497.jpg,photos/train/safe/497.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1736,0.97 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0644,498.jpg,photos/train/safe/498.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3394,0.74 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0645,499.jpg,photos/train/safe/499.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2390,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0646,5.jpg,photos/train/safe/5.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4136,0.71 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0647,50.jpg,photos/train/safe/50.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3523,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0648,500.jpg,photos/train/safe/500.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4849,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0649,501.jpg,photos/train/safe/501.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6931,0.67 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0650,502.jpg,photos/train/safe/502.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1865,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0651,503.jpg,photos/train/safe/503.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4495,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0652,504.jpg,photos/train/safe/504.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5110,0.98 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0653,505.jpg,photos/train/safe/505.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0408,0.87 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0654,506.jpg,photos/train/safe/506.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3835,1.08 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0655,507.jpg,photos/train/safe/507.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1125,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0656,508.jpg,photos/train/safe/508.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8938,0.56 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0657,509.jpg,photos/train/safe/509.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6411,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0658,51.jpg,photos/train/safe/51.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1479,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0659,510.jpg,photos/train/safe/510.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6147,1.01 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0660,511.jpg,photos/train/safe/511.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5178,1.08 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0661,512.jpg,photos/train/safe/512.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7747,0.52 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0662,513.jpg,photos/train/safe/513.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5068,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0663,514.jpg,photos/train/safe/514.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0918,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0664,515.jpg,photos/train/safe/515.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4746,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0665,516.jpg,photos/train/safe/516.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3328,0.54 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0666,517.jpg,photos/train/safe/517.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4846,0.60 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0667,518.jpg,photos/train/safe/518.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1343,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0668,519.jpg,photos/train/safe/519.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3179,0.46 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0669,52.jpg,photos/train/safe/52.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4907,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0670,520.jpg,photos/train/safe/520.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4839,0.53 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0671,521.jpg,photos/train/safe/521.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4929,0.64 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0672,522.jpg,photos/train/safe/522.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.9165,0.59 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0673,523.jpg,photos/train/safe/523.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0959,0.47 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0674,524.jpg,photos/train/safe/524.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.6553,0.70 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0675,525.jpg,photos/train/safe/525.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2568,0.89 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0676,526.jpg,photos/train/safe/526.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0317,1.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0677,527.jpg,photos/train/safe/527.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4351,0.52 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0678,528.jpg,photos/train/safe/528.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7441,1.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0679,529.jpg,photos/train/safe/529.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7312,0.58 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0680,53.jpg,photos/train/safe/53.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4060,0.72 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0681,530.jpg,photos/train/safe/530.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0652,0.79 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0682,531.jpg,photos/train/safe/531.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1106,0.99 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0683,532.jpg,photos/train/safe/532.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.5479,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0684,533.jpg,photos/train/safe/533.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.7422,0.69 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0685,534.jpg,photos/train/safe/534.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0952,0.68 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0686,535.jpg,photos/train/safe/535.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1316,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0687,536.jpg,photos/train/safe/536.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2271,1.15 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0688,537.jpg,photos/train/safe/537.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.1343,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0689,538.jpg,photos/train/safe/538.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.8025,0.89 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0690,539.jpg,photos/train/safe/539.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.2451,0.48 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0691,54.jpg,photos/train/safe/54.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4387,0.73 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0692,540.jpg,photos/train/safe/540.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.0154,0.55 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0693,541.jpg,photos/train/safe/541.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.3071,0.49 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
IMG-0694,542.jpg,photos/train/safe/542.jpg,HAZARD DETECTED,HAZARD DETECTED (E-STOP ACTIVATED),0.4514,1.05 ms,1,E-STOP TRIGGERED (COIL 40001 = 1)
